PlantaPorteria_num,ClaveTransportista_num,EmpresaTransportista_num,IdentificacionChofer_num,NumeroProveedor_num,UsuarioPermisoCirculacionIngreso_num,UsuarioEgreso_num,UsuarioPesadaEntrada_num,UsuarioControla_num,UsuarioInsAuditoria_num,UsuarioInspeccion_num,UsuarioDescarga_num,UsuarioPesadaSalida_num
1,63,107,842,1,1,1,2,19,1,14,14,2
1,86,34,589,20,33,34,2,19,1,14,14,2
1,122,72,371,3,33,34,2,19,1,14,14,2
1,8,58,153,6,33,1,2,19,1,8,8,2
1,85,80,603,57,23,34,2,19,1,14,14,2
1,85,80,203,64,23,34,2,19,1,14,14,2
1,86,34,508,20,1,1,2,3,1,14,14,2
1,86,34,313,20,8,9,2,26,1,19,19,2
1,86,34,348,20,6,9,2,3,1,5,5,2
1,63,107,815,1,23,24,2,17,1,19,19,2
1,86,34,653,20,23,24,2,17,1,19,19,2
1,87,139,766,8,11,12,2,26,1,14,14,2
1,63,107,838,20,23,24,2,17,1,5,5,2
1,85,80,1346,19,23,1,2,23,1,14,14,2
1,18,114,1795,19,11,12,2,26,1,5,5,2
1,9,35,1839,12,1,12,2,19,1,8,8,2
1,87,139,766,8,11,12,2,26,1,8,8,2
1,63,107,738,1,11,12,2,26,1,8,8,2
1,89,98,419,2,23,24,2,19,1,14,14,2
1,63,107,758,1,1,44,2,19,14,14,14,2
1,86,34,90,20,11,12,2,26,1,8,8,2
1,89,98,511,2,8,1,2,23,1,14,14,2
1,63,107,807,20,1,1,2,3,1,14,14,2
1,63,107,614,1,11,12,2,26,1,5,5,2
1,63,107,738,1,11,12,2,26,1,5,5,2
1,63,107,614,1,8,9,2,23,1,19,19,2
1,144,80,1533,4,11,12,2,3,1,8,8,2
1,63,107,759,20,11,12,2,3,1,8,8,2
1,89,98,511,4,1,1,2,3,1,8,8,2
1,86,34,285,20,1,1,2,3,1,14,14,2
1,144,80,731,4,6,44,2,3,1,14,14,2
1,63,107,837,20,6,12,2,3,1,14,14,2
1,86,34,607,20,23,24,2,19,1,5,5,2
1,86,34,204,20,1,1,2,23,1,8,8,2
1,119,134,1763,31,23,1,2,23,1,14,14,2
1,86,34,589,20,1,24,2,3,1,5,5,2
1,144,80,798,57,1,9,2,3,1,19,19,2
1,122,72,1785,3,1,24,2,3,1,19,19,2
1,63,107,764,1,1,24,2,3,1,14,14,2
1,63,107,544,1,11,12,2,23,1,19,19,2
1,63,107,544,1,33,24,2,19,1,19,19,2
1,78,63,735,87,1,24,2,19,1,5,5,2
1,86,34,360,20,23,24,2,19,1,5,5,2
1,86,34,508,20,23,24,2,19,1,14,14,2
1,86,34,348,20,8,9,2,26,1,5,5,2
1,63,107,582,20,42,24,2,17,1,8,8,2
1,85,80,1477,4,23,1,2,17,1,14,14,2
1,87,139,844,8,42,24,2,26,1,8,8,2
1,86,34,508,20,1,7,2,3,1,14,14,2
1,86,34,607,20,23,24,2,19,1,5,5,2
1,86,34,589,20,1,7,2,3,1,8,8,2
1,85,80,154,38,42,24,2,26,1,19,19,2
1,86,34,589,20,23,44,2,19,1,14,14,2
1,87,139,321,8,8,1,2,26,1,14,14,2
1,85,80,1516,4,1,1,2,19,1,14,14,2
1,63,107,545,20,6,7,2,26,1,8,8,2
1,86,34,90,20,6,7,2,26,1,8,8,2
1,8,58,8,4,6,1,2,17,1,14,14,2
1,63,107,545,20,23,24,2,17,1,19,19,2
1,89,98,419,2,23,24,2,19,1,8,8,2
1,63,107,618,1,6,7,2,3,1,8,8,2
1,87,139,456,8,8,9,2,26,1,19,19,2
1,93,61,1592,6,8,34,2,19,1,14,14,2
1,63,107,614,1,6,7,2,3,1,8,8,2
1,87,139,289,6,1,24,2,3,1,19,19,2
1,122,72,1770,3,1,1,2,3,1,14,14,2
1,93,61,1592,6,1,1,2,19,1,8,8,7
1,86,34,338,20,1,1,2,19,1,8,8,4
1,9,35,406,20,6,1,4,3,1,8,8,4
1,86,34,285,20,23,24,2,17,1,19,19,2
1,63,107,837,20,1,1,2,3,1,14,14,2
1,86,34,573,20,1,9,2,3,1,8,8,6
1,86,34,486,20,8,24,2,19,1,14,14,2
1,86,34,589,20,23,24,2,19,1,14,14,2
1,87,139,289,6,6,9,2,3,1,5,5,2
1,144,80,1501,31,1,24,2,18,1,5,5,2
1,86,34,589,20,23,34,2,19,1,14,14,2
1,144,80,1657,64,23,34,2,19,1,14,14,2
1,86,34,348,20,33,44,2,26,1,8,8,2
1,9,35,406,20,42,44,2,26,1,8,8,2
1,86,34,285,20,42,24,2,23,1,19,19,2
1,59,54,121,8,23,1,2,23,1,14,14,2
1,86,34,763,20,8,9,2,26,1,19,19,2
1,144,80,1524,31,6,24,2,3,1,5,5,2
1,86,34,348,20,42,12,2,26,1,14,14,2
1,63,107,841,20,11,12,2,26,1,14,14,2
1,63,107,764,20,11,12,2,26,1,14,14,2
1,63,107,807,20,11,24,2,26,1,19,19,2
1,63,107,759,20,1,1,2,19,1,19,19,2
1,9,35,406,20,1,1,2,19,1,14,14,2
1,63,107,544,1,23,1,2,17,1,5,5,2
1,63,107,758,1,23,1,2,26,1,5,5,2
1,86,34,589,20,8,9,2,23,1,19,19,2
1,73,39,543,4,23,12,2,26,1,14,14,2
1,86,34,313,20,23,24,2,19,1,5,5,2
1,86,34,653,20,1,9,2,23,1,8,8,2
1,63,107,730,1,8,9,2,3,1,14,14,2
1,86,34,486,20,8,24,2,3,1,14,14,2
1,9,35,406,20,23,12,2,19,1,8,8,2
1,144,80,1506,4,1,24,2,3,1,19,19,2
1,9,35,406,20,23,24,2,19,1,14,14,2
1,17,99,572,4,3,24,2,26,1,5,5,2
1,144,80,1515,4,23,24,13,26,1,14,14,2
1,63,107,581,20,8,1,2,3,1,8,8,2
1,8,58,153,4,47,9,2,3,1,8,8,2
1,86,34,348,20,1,1,2,19,1,14,14,2
1,86,34,348,20,42,44,2,3,1,8,8,2
1,87,139,289,4,23,7,2,17,1,8,8,2
1,87,139,456,8,1,24,2,19,1,19,19,2
1,86,34,504,20,6,7,2,26,1,8,8,2
1,86,34,607,20,23,24,2,19,1,8,8,2
1,86,34,573,20,8,9,2,26,1,19,19,2
1,92,62,1641,6,8,1,2,19,1,14,14,2
1,86,34,407,20,23,24,2,19,1,14,14,2
1,86,34,407,20,23,24,2,19,1,19,19,2
1,144,80,1500,31,23,1,2,3,1,14,14,2
1,85,80,798,57,23,34,2,19,1,19,19,2
1,63,107,842,1,8,24,2,19,1,14,14,2
1,86,34,285,20,1,1,2,3,1,8,8,2
1,89,98,511,2,23,34,2,18,1,14,14,2
1,31,2,808,24,42,44,2,26,1,5,5,2
1,87,139,310,8,42,34,2,26,1,14,14,2
1,87,139,129,8,8,24,2,26,1,14,14,2
1,86,34,508,20,23,24,2,18,1,5,5,2
1,144,80,728,4,23,24,2,26,1,5,5,2
1,9,35,406,20,23,1,2,26,1,5,5,2
1,63,107,544,1,1,1,2,3,1,19,19,2
1,59,54,121,8,11,24,2,26,9,8,8,2
1,63,107,815,1,23,1,2,23,1,14,14,2
1,86,34,508,20,23,24,2,23,1,19,19,2
1,63,107,545,20,1,1,2,23,1,8,8,2
1,18,114,1346,19,1,1,2,3,1,14,14,2
1,63,107,815,1,8,9,2,23,1,5,5,2
1,86,34,360,20,33,1,2,19,1,14,14,2
1,28,95,588,21,1,1,2,19,1,14,14,2
1,122,72,1824,3,33,12,2,19,1,8,8,2
1,85,80,203,64,1,1,2,19,1,14,14,2
1,86,34,486,20,1,1,2,19,1,14,14,2
1,86,34,332,20,11,12,2,18,1,8,8,2
1,86,34,204,20,23,12,2,23,1,5,5,2
1,122,72,371,3,11,1,2,23,1,14,14,2
1,122,72,1360,3,1,34,2,3,1,14,14,2
1,89,98,511,2,23,12,2,19,1,19,19,2
1,86,34,319,20,23,24,2,19,1,5,5,2
1,86,34,384,20,11,12,2,3,1,8,8,2
1,86,34,589,20,11,12,2,3,1,8,8,2
1,87,139,456,8,11,12,2,3,1,8,8,2
1,86,34,381,20,11,12,2,3,1,8,8,2
1,13,50,331,63,8,24,2,26,1,19,19,2
1,91,4,200,37,33,24,2,19,1,14,14,2
1,85,80,1396,4,1,1,2,19,1,8,8,2
1,63,107,835,1,47,9,2,26,1,5,5,2
1,86,34,348,20,8,9,2,26,1,19,19,2
1,87,139,1585,8,6,1,2,26,1,5,5,2
1,63,107,842,20,8,1,2,19,1,5,5,2
1,86,34,90,20,42,44,2,3,1,14,14,2
1,17,99,572,96,23,24,2,17,1,8,8,2
1,144,80,1543,4,23,1,2,17,1,5,5,2
1,122,72,1601,3,6,24,2,26,1,19,19,2
1,144,80,1596,4,23,7,2,17,1,8,8,2
1,87,139,289,8,23,24,2,17,1,14,14,2
1,59,54,121,8,1,24,2,19,1,14,14,2
1,86,34,653,20,6,7,10,23,1,14,14,8
1,144,80,731,4,6,44,10,23,1,14,14,8
1,122,72,1312,3,23,24,2,19,1,19,19,2
1,9,35,285,20,1,1,2,3,1,14,14,2
1,86,34,607,20,1,7,2,3,1,8,8,2
1,18,114,1193,19,6,9,2,3,1,19,19,2
1,144,80,1657,64,1,1,2,3,1,14,14,2
1,86,34,589,20,42,44,2,26,1,19,19,2
1,86,34,348,20,42,44,2,26,1,19,19,2
1,86,34,332,20,23,34,2,19,1,5,5,2
1,86,34,486,20,6,7,2,3,1,5,5,2
1,63,107,807,20,33,34,2,3,1,5,5,2
1,17,99,572,4,11,24,2,26,1,19,19,2
1,87,139,328,8,11,24,2,26,1,5,5,2
1,63,107,837,1,1,1,2,3,1,19,19,2
1,86,34,348,20,23,24,2,26,1,5,5,2
1,63,107,764,1,33,24,2,26,1,5,5,2
1,86,34,285,20,33,24,2,26,1,5,5,2
1,87,139,321,8,8,9,2,23,1,19,19,2
1,87,139,766,8,23,24,2,23,1,19,19,2
1,63,107,737,20,1,12,2,3,1,8,8,2
1,86,34,313,20,1,12,2,3,1,8,8,2
1,86,34,332,20,23,1,2,19,1,14,14,2
1,122,72,1785,3,23,1,2,19,1,14,14,2
1,28,95,404,21,23,1,2,19,1,14,14,2
1,85,80,358,4,1,1,2,3,1,14,14,2
1,63,107,837,20,6,7,2,3,1,14,14,2
1,86,34,360,20,6,7,2,3,1,14,14,2
1,86,34,573,20,11,12,2,23,1,5,5,2
1,86,34,573,20,23,24,2,19,1,5,5,2
1,63,107,835,1,23,24,2,26,1,19,19,2
1,9,35,406,20,8,34,2,26,1,5,5,2
1,86,34,508,20,1,1,2,19,1,14,14,2
1,67,83,610,57,1,1,2,19,1,8,8,2
1,86,34,589,20,1,9,2,3,1,8,8,2
1,63,107,544,20,1,1,2,19,1,14,14,2
1,87,139,1705,8,1,24,2,26,1,8,8,2
1,86,34,589,20,6,7,2,3,1,8,8,2
1,144,80,1667,4,23,44,2,19,1,8,8,2
1,86,34,508,20,23,24,2,19,1,5,5,2
1,13,50,454,4,1,1,2,19,1,14,14,2
1,122,72,1783,3,1,7,2,19,1,8,8,2
1,86,34,384,20,6,7,2,26,1,8,8,2
1,86,34,313,20,23,24,2,19,1,5,5,2
1,67,83,610,57,23,9,2,23,1,14,14,2
1,144,80,729,4,1,1,2,23,1,8,8,2
1,63,107,545,20,23,24,2,19,1,14,14,2
1,86,34,52,20,11,12,2,3,1,8,8,2
1,122,72,1770,3,33,1,2,23,14,14,14,2
1,144,80,1567,31,1,24,2,18,1,5,5,2
1,144,80,1657,64,33,12,2,19,1,8,8,2
1,63,107,837,20,1,12,2,19,1,8,8,2
1,86,34,573,20,23,34,2,23,1,5,5,2
1,26,100,379,12,6,1,2,26,1,14,14,2
1,86,34,653,20,23,24,2,17,1,19,19,2
1,86,34,360,20,1,1,2,19,1,14,14,2
1,122,72,1785,3,42,44,2,26,1,19,19,2
1,86,34,285,20,1,7,2,3,1,19,19,2
1,59,54,748,1,8,9,2,26,1,19,19,2
1,144,80,731,4,1,24,2,19,1,8,8,2
1,89,98,511,2,1,34,2,19,1,14,14,2
1,67,83,610,57,23,1,2,17,1,14,14,2
1,63,107,582,20,23,24,2,17,1,19,19,2
1,86,34,360,20,6,7,10,23,1,14,14,8
1,28,95,588,21,23,24,2,19,1,19,19,2
1,122,72,1785,3,1,34,2,3,1,5,5,2
1,59,54,748,1,33,34,2,19,1,8,8,2
1,87,139,374,8,1,24,2,3,1,5,5,2
1,67,83,610,57,1,9,2,3,1,8,8,2
1,63,107,758,1,11,24,2,23,19,19,19,2
1,18,114,1193,19,42,24,2,23,1,5,5,2
1,86,34,285,20,8,24,2,19,1,5,5,2
1,144,80,1563,4,42,9,10,23,1,19,19,2
1,63,107,838,20,8,24,2,19,1,14,14,2
1,18,114,1285,19,8,24,2,23,1,5,5,2
1,86,34,589,20,11,12,2,3,1,8,8,2
1,89,98,831,2,8,1,2,23,1,14,14,2
1,86,34,204,20,8,1,2,23,1,19,19,2
1,85,80,368,64,23,34,2,19,1,14,14,2
1,87,139,456,8,23,1,2,23,1,14,14,2
1,8,58,822,1,6,7,2,3,1,5,5,2
1,63,107,842,20,6,7,2,3,1,5,5,2
1,87,139,760,8,23,1,2,17,1,19,19,2
1,87,139,321,8,23,1,2,23,1,19,19,2
1,86,34,348,20,23,1,2,17,1,19,19,2
1,9,35,406,20,11,12,2,26,1,14,14,2
1,63,107,758,1,6,7,2,3,1,14,14,2
1,67,83,610,57,8,24,2,23,1,14,14,2
1,63,107,810,1,23,24,2,26,1,14,14,2
1,63,107,841,20,23,12,2,26,1,8,8,2
1,87,139,268,8,23,34,2,23,1,14,14,2
1,63,107,815,1,11,12,2,23,1,14,5,2
1,122,72,1783,3,1,12,2,19,1,8,8,2
1,13,50,402,8,11,24,2,26,1,19,19,2
1,41,1,78,34,11,24,2,26,1,19,19,2
1,87,139,1704,8,11,12,2,26,1,5,5,2
1,86,34,573,20,23,24,2,19,1,5,5,2
1,86,34,486,20,8,34,2,23,1,14,14,2
1,8,58,153,4,1,12,2,19,1,5,5,2
1,86,34,505,20,33,1,2,23,1,14,14,2
1,87,139,1622,8,1,24,2,3,1,5,5,2
1,86,34,589,20,23,12,2,19,1,8,8,2
1,63,107,810,1,8,1,2,23,1,14,14,2
1,89,98,511,2,8,12,2,19,1,14,14,2
1,63,107,764,1,1,1,2,19,1,14,14,2
1,9,35,1839,12,8,1,2,23,1,14,14,2
1,17,99,64,4,1,1,2,3,1,5,5,2
1,85,80,603,57,1,1,2,19,1,8,8,2
1,91,4,200,37,8,1,2,26,1,5,5,2
1,63,107,544,20,33,7,2,19,1,8,8,2
1,86,34,407,20,6,7,2,26,1,8,8,2
1,63,107,835,1,8,9,2,26,1,19,19,2
1,86,34,486,20,1,24,2,3,1,19,19,2
1,63,107,545,1,23,1,2,17,1,19,19,2
1,87,139,328,8,23,1,2,17,1,14,14,2
1,86,34,407,20,1,1,2,19,1,14,14,2
1,144,80,293,63,1,24,4,3,19,19,19,2
1,93,61,1644,6,23,24,6,17,1,8,8,5
1,86,34,589,20,23,34,10,23,1,14,14,8
1,63,107,838,20,1,1,2,3,1,8,8,2
1,86,34,505,20,1,1,2,3,1,8,8,2
1,63,107,581,20,1,1,2,19,1,14,14,2
1,86,34,52,20,1,7,2,3,1,8,8,2
1,9,35,338,20,33,34,2,19,1,14,14,2
1,9,35,589,20,1,1,2,3,1,14,14,2
1,9,35,733,12,42,44,2,26,1,5,5,2
1,86,34,348,20,42,9,2,26,1,19,19,2
1,63,107,841,20,1,34,2,23,1,14,14,2
1,144,80,729,4,33,1,8,19,1,19,19,2
1,63,107,582,20,11,12,2,26,1,14,14,2
1,87,139,321,8,23,24,2,26,1,5,5,2
1,13,50,289,4,6,24,2,3,1,14,14,2
1,87,139,844,8,8,24,2,23,1,14,14,2
1,63,107,614,1,23,24,2,23,1,19,19,2
1,86,34,360,20,1,1,2,18,1,14,14,2
1,86,34,52,20,23,24,2,23,1,19,19,2
1,87,139,293,8,11,24,2,26,1,8,8,2
1,144,80,1657,64,11,24,2,23,1,5,5,2
1,9,35,406,20,23,24,2,19,1,14,14,2
1,86,34,285,20,23,24,2,19,1,14,14,2
1,18,114,1259,19,8,12,2,23,1,8,8,2
1,13,50,402,8,1,12,2,19,1,8,8,2
1,87,139,328,8,11,9,2,3,1,19,19,2
1,86,34,360,20,8,9,2,23,1,19,19,2
1,63,107,545,20,42,12,2,19,1,8,8,2
1,63,107,759,20,1,12,2,19,1,8,8,2
1,87,139,760,8,11,24,2,26,1,19,19,2
1,144,80,1567,31,11,1,2,23,1,14,14,2
1,86,34,406,20,8,1,2,23,1,14,14,2
1,144,80,1545,4,23,1,2,19,1,5,5,2
1,63,107,842,1,1,24,2,3,1,19,19,2
1,89,98,511,2,8,1,2,3,1,5,5,2
1,9,35,1839,12,23,44,2,26,1,8,8,2
1,63,107,835,1,1,1,2,19,1,14,14,2
1,87,139,1585,8,6,9,2,3,1,5,5,2
1,63,107,841,1,1,1,2,19,1,14,14,2
1,86,34,285,20,33,1,2,19,1,14,14,2
1,86,34,505,20,1,1,2,19,1,8,8,2
1,17,99,64,4,1,1,2,26,1,8,8,2
1,63,107,838,20,23,24,2,17,1,14,14,2
1,87,139,293,8,1,1,2,26,1,8,8,2
1,86,34,407,20,6,9,2,26,1,5,5,2
1,144,80,31,8,8,9,2,26,1,5,5,2
1,86,34,505,20,42,44,2,3,1,14,14,2
1,86,34,384,20,6,7,2,26,1,8,8,2
1,18,114,1262,19,23,1,2,17,1,14,14,2
1,18,114,1193,19,8,1,2,26,1,14,14,2
1,18,114,1285,19,8,1,2,26,1,14,14,2
1,86,34,505,20,8,9,2,26,1,19,19,2
1,86,34,508,20,8,9,2,26,1,19,19,2
1,26,100,379,12,8,1,2,26,1,14,14,2
1,13,50,454,4,1,1,2,19,1,14,14,2
1,63,107,841,1,23,24,2,17,1,19,19,2
1,13,50,294,4,23,24,2,17,1,14,14,2
1,9,35,285,20,23,24,2,19,1,19,19,2
1,17,99,572,6,1,9,2,3,1,5,5,2
1,86,34,589,20,33,34,2,19,1,14,14,2
1,119,134,1763,31,33,7,2,19,1,8,8,2
1,67,83,610,57,1,24,2,3,1,5,5,2
1,9,35,406,20,6,1,2,3,1,8,8,2
1,144,80,1763,31,23,34,2,19,1,14,14,2
1,9,35,406,20,42,44,2,26,1,5,5,2
1,63,107,614,1,23,9,2,19,1,5,5,2
1,86,34,384,20,23,24,2,19,1,19,19,2
1,86,34,486,20,23,34,2,19,1,5,5,2
1,87,139,374,8,42,1,2,26,1,14,14,2
1,63,107,764,20,8,7,2,26,1,5,5,2
1,85,80,175,96,23,1,2,17,1,19,19,2
1,63,107,815,1,1,12,2,3,1,19,19,2
1,59,54,592,1,1,12,2,3,1,19,19,2
1,86,34,508,20,11,12,2,26,1,19,19,2
1,86,34,508,20,11,12,2,26,1,19,19,2
1,87,139,129,8,8,24,2,23,1,14,14,2
1,63,107,545,20,6,9,2,3,1,19,19,2
1,18,114,1285,19,23,1,2,23,1,14,14,2
1,18,114,1345,19,33,12,2,19,1,8,8,2
1,144,80,1490,31,23,12,2,26,1,8,8,2
1,144,80,729,4,1,7,2,18,1,8,8,2
1,89,98,511,4,11,1,2,26,1,19,19,2
1,13,50,331,4,23,12,2,19,1,8,8,2
1,63,107,582,20,23,24,2,23,1,19,19,2
1,144,80,1496,31,33,24,2,3,1,5,5,2
1,86,34,508,20,1,1,2,19,1,14,14,2
1,144,80,1465,4,1,1,2,17,1,14,14,2
1,13,50,454,4,1,24,2,26,1,8,8,2
1,86,34,204,20,1,24,2,26,1,8,8,2
1,86,34,348,20,23,24,2,26,1,19,19,2
1,86,34,204,20,8,9,2,26,1,5,5,2
1,63,107,838,20,47,49,2,26,1,5,5,2
1,86,34,348,20,42,44,2,3,1,8,8,2
1,86,34,360,20,6,9,2,26,1,5,5,2
1,144,80,1596,4,47,7,2,17,1,8,8,2
1,86,34,407,20,1,1,2,19,6,5,5,2
1,122,72,1783,3,6,1,2,26,1,19,19,2
1,87,139,239,8,23,24,2,17,1,14,14,2
1,63,107,544,20,23,24,2,19,1,14,14,2
1,63,107,544,20,3,7,2,19,1,8,8,2
1,86,34,348,20,6,1,2,3,1,8,8,2
1,87,139,129,8,8,24,2,26,1,19,19,2
1,63,107,582,20,23,7,2,19,1,14,14,2
1,63,107,582,20,8,9,2,26,1,19,19,2
1,9,35,406,20,23,24,2,17,1,19,19,2
1,63,107,815,1,42,24,2,26,1,19,19,2
1,17,99,55,33,23,1,2,19,1,8,8,2
1,86,34,384,20,1,1,2,19,1,14,14,2
1,63,107,730,1,1,1,2,3,1,8,8,2
1,63,107,841,1,42,24,2,26,1,19,19,2
1,87,139,295,8,42,44,2,26,1,19,19,2
1,86,34,407,20,42,44,2,26,19,19,19,2
1,144,80,729,4,42,24,2,26,1,19,19,2
1,86,34,407,20,42,24,2,26,1,19,19,2
1,63,107,815,1,23,1,2,19,1,5,5,2
1,86,34,573,20,1,1,2,3,1,5,5,2
1,89,98,1216,8,42,1,2,26,1,14,14,2
1,89,98,419,2,1,24,2,19,19,19,19,2
1,78,63,735,87,1,1,2,23,1,14,14,2
1,87,139,321,8,1,12,2,19,1,14,14,2
1,63,107,759,20,1,24,2,26,1,14,14,2
1,8,58,153,4,8,24,2,23,1,14,14,2
1,144,80,1533,4,23,7,2,26,14,14,14,2
1,86,34,573,20,23,24,2,26,1,14,14,2
1,86,34,90,20,8,44,2,19,1,14,14,2
1,87,139,844,8,11,24,2,26,1,14,14,2
1,13,50,272,4,1,1,2,3,1,14,14,2
1,86,34,360,20,6,7,2,3,1,14,14,2
1,86,34,384,20,11,12,2,3,1,8,8,2
1,89,98,419,4,1,12,2,18,1,8,8,2
1,87,139,402,8,23,1,2,19,1,14,14,2
1,86,34,319,20,11,12,2,23,1,5,5,2
1,89,98,297,2,8,12,2,19,1,19,19,2
1,144,80,1555,4,1,9,2,3,1,5,5,2
1,87,139,1705,8,6,9,2,3,1,8,8,2
1,63,107,581,20,47,44,2,3,1,8,8,2
1,26,100,462,12,42,9,2,3,1,5,5,2
1,63,107,837,1,1,9,2,3,1,8,8,2
1,13,50,380,4,8,24,2,3,1,5,5,2
1,63,107,841,1,1,34,2,19,1,14,14,2
1,63,107,807,20,11,12,2,26,1,5,5,2
1,13,50,454,4,23,12,2,19,1,14,14,2
1,122,72,371,3,23,9,2,19,1,19,19,2
1,63,107,841,1,23,24,2,26,1,19,19,2
1,86,34,285,20,23,24,2,26,1,5,5,2
1,63,107,838,20,23,24,2,19,1,5,5,2
1,8,58,8,4,42,7,2,3,1,5,5,2
1,144,80,472,84,42,44,2,3,1,5,5,2
1,63,107,842,20,23,24,2,17,1,8,8,2
1,63,107,544,20,6,7,2,26,1,8,8,2
1,28,95,189,21,6,24,2,26,1,14,14,2
1,85,80,358,2,23,7,2,17,1,19,19,2
1,86,34,573,20,23,9,2,17,1,14,14,2
1,122,72,1312,3,42,24,2,26,1,19,19,2
1,86,34,407,20,23,24,2,19,1,14,14,2
1,86,34,332,20,1,1,2,3,1,8,8,2
1,63,107,581,20,8,9,2,23,1,19,19,2
1,86,34,204,20,8,24,2,23,1,19,19,2
1,91,4,200,37,1,24,2,3,1,8,8,2
1,86,34,607,20,23,24,2,19,1,5,5,2
1,91,4,200,37,11,34,2,3,1,14,14,2
1,59,54,121,8,1,12,2,19,1,8,8,2
1,87,139,844,8,23,34,2,17,1,14,14,8
1,67,83,610,57,23,34,2,17,1,14,14,8
1,17,99,572,95,23,34,2,19,1,14,14,8
1,89,98,511,2,42,1,13,26,1,19,19,10
1,9,35,285,20,23,24,2,19,1,19,19,2
1,63,107,810,1,6,7,2,3,1,8,8,6
1,86,34,486,20,33,1,2,19,1,14,14,2
1,87,139,1608,8,42,44,2,26,1,8,8,2
1,87,139,293,8,42,9,2,26,1,19,19,2
1,86,34,589,20,23,24,2,18,1,14,14,2
1,63,107,807,20,42,44,2,26,1,19,19,2
1,86,34,407,20,8,9,2,26,1,19,19,2
1,67,83,736,57,1,24,2,3,1,5,5,2
1,86,34,508,20,1,12,2,26,1,8,8,2
1,144,80,1508,31,8,9,2,26,1,19,19,2
1,89,98,297,2,42,24,2,26,1,14,14,2
1,122,72,371,3,33,34,2,19,14,5,5,2
1,63,107,758,20,23,34,2,19,1,5,5,2
1,59,54,800,1,33,34,2,3,1,5,5,2
1,9,35,589,20,1,1,2,3,1,5,5,2
1,59,54,748,1,6,9,2,3,1,19,19,2
1,17,99,55,33,23,1,2,26,1,5,5,2
1,17,99,572,4,23,24,2,26,1,14,14,2
1,63,107,544,20,1,24,2,3,1,19,19,2
1,86,34,573,20,23,24,2,19,1,14,14,2
1,144,80,1374,4,6,44,2,3,1,5,5,2
1,86,34,204,20,1,9,2,3,1,8,8,2
1,87,139,295,8,1,24,2,26,1,8,8,2
1,59,54,121,8,8,24,2,26,1,5,5,2
1,63,107,838,20,8,24,2,26,1,5,5,2
1,13,50,450,4,23,44,2,19,1,14,14,2
1,13,50,57,1,6,1,2,26,1,14,14,2
1,63,107,842,20,23,1,2,17,1,19,19,2
1,85,80,358,4,11,12,2,26,1,8,8,2
1,13,50,450,1,11,24,2,26,1,19,19,2
1,86,34,573,20,42,44,2,26,1,19,19,2
1,86,34,204,20,23,7,2,19,1,14,14,2
1,63,107,614,1,1,24,2,17,1,19,19,2
1,87,139,1600,8,23,44,10,23,1,14,14,8
1,9,35,285,20,1,24,2,26,1,19,19,2
1,63,107,581,20,1,1,2,3,1,8,8,2
1,86,34,360,20,1,1,2,3,1,8,8,2
1,86,34,573,20,6,9,10,23,1,5,5,2
1,18,114,1346,19,1,49,2,3,1,14,14,2
1,86,34,589,20,1,1,2,19,1,14,14,2
1,93,61,130,6,1,9,2,3,1,5,5,2
1,122,72,371,3,8,34,2,26,1,14,14,2
1,13,50,450,1,8,34,2,19,1,14,14,2
1,86,34,384,20,1,9,2,23,1,8,8,2
1,86,34,504,20,1,9,2,3,1,8,8,2
1,63,107,737,1,23,9,2,19,1,8,8,2
1,86,34,332,20,23,24,2,23,1,19,19,2
1,144,80,1533,4,23,7,2,3,1,14,14,2
1,63,107,815,1,23,24,2,19,1,19,19,2
1,63,107,730,1,33,7,2,3,1,5,5,2
1,63,107,545,20,6,7,2,3,1,5,5,2
1,63,107,759,20,1,44,2,23,1,14,14,2
1,86,34,384,20,23,24,2,17,1,5,5,2
1,86,34,52,20,23,24,2,17,1,5,5,2
1,86,34,285,20,11,12,2,26,1,19,19,2
1,63,107,614,1,8,9,2,22,1,19,19,2
1,13,50,331,4,8,9,2,23,1,19,19,2
1,86,34,505,20,23,1,2,26,1,5,5,2
1,13,50,454,4,6,7,2,3,1,8,8,2
1,89,98,511,4,23,24,2,26,1,8,8,2
1,18,114,1795,19,23,12,2,19,1,8,8,2
1,144,80,31,8,1,1,2,3,1,14,14,2
1,122,72,1833,3,1,12,2,3,1,8,8,2
1,89,98,1599,8,6,12,2,3,1,8,8,2
1,85,80,1259,19,11,9,2,3,1,19,19,2
1,91,4,200,37,8,9,2,23,1,19,19,2
1,9,35,573,20,1,1,2,19,1,14,14,2
1,86,34,348,20,23,44,2,3,1,5,5,2
1,86,34,313,20,23,24,2,19,1,14,14,2
1,89,98,419,2,1,24,2,3,1,19,19,2
1,59,54,398,18,23,24,2,26,1,14,14,2
1,63,107,838,20,23,24,2,19,1,14,14,2
1,63,107,838,20,1,1,2,19,1,14,14,2
1,63,107,759,20,33,1,2,18,1,14,14,2
1,63,107,758,1,23,24,2,19,1,5,5,2
1,63,107,759,20,23,24,2,19,1,5,5,2
1,13,50,454,4,11,12,2,3,1,8,8,2
1,63,107,841,20,42,44,2,26,1,5,5,2
1,13,50,454,4,23,7,2,19,6,14,14,2
1,144,80,1555,4,23,44,2,19,1,14,14,2
1,86,34,653,20,23,24,2,19,1,5,5,2
1,144,80,1563,4,23,44,2,19,1,14,14,2
